DAQ / ring letter / number in ring / Geo 

0	6	4	F4
1	5	5	E5
2	5	4	E4
3	5	3	E3
4	6	3	F3
5	6	5	F5
6	5	2	E2
7	6	6	F6
8	6	2	F2
9	6	1	F1
10	5	1	E1
11	5	6	E6
12	4	1	D1
13	3	1	C1
14	2	1	B1
15	4	2	D2
16	4	6	D6
17	3	6	C6
18	2	6	B6
19	2	2	B2
20	3	5	C5
21	3	2	C2
22	1	1	A1
23	4	3	D3
24	2	4	B4
25	2	3	B3
26	2	5	B5
27	4	5	D5
28	3	4	C4
29	3	3	C3
30	4	4	D4
